Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"121-r125",1U : Urban Principal Arterial - Interstate,33.911881,-84.381615,2024,12400,Actual,,,,,0.0902,1,15600,Short Term
"121-r126",1U : Urban Principal Arterial - Interstate,33.911609,-84.377486,2024,14700,Estimated,,,,,0.0823,1,18500,Short Term
"121-r127",1U : Urban Principal Arterial - Interstate,33.909625,-84.362871,2024,8690,Actual,,,,,0.1085,1,10900,Short Term
"121-r129",1U : Urban Principal Arterial - Interstate,33.909805,-84.361257,2024,30300,Estimated,1655,768,,,0.0823,1,38200,Short Term
"121-r130",1U : Urban Principal Arterial - Interstate,33.911103,-84.356088,2024,9750,Estimated,,,,,0.0992,1,12300,Short Term
"121-r131",1U : Urban Principal Arterial - Interstate,33.642702,-84.449686,2024,5730,Estimated,,,,,0.0735,1,,Short Term
"121-r136",1U : Urban Principal Arterial - Interstate,33.913685,-84.351299,2024,10100,Actual,,,,,0.104,1,12700,Short Term
"121-r137",1U : Urban Principal Arterial - Interstate,33.650401,-84.367938,2024,9790,Estimated,,,,,0.0975,1,16100,Short Term
"121-r138",1U : Urban Principal Arterial - Interstate,33.652721,-84.366058,2024,8720,Estimated,,,,,0.0881,1,12500,Short Term
"121-r140",1U : Urban Principal Arterial - Interstate,33.619293,-84.464157,2024,33200,Estimated,,,,,0.0775,1,70500,Short Term
"121-r142",1U : Urban Principal Arterial - Interstate,33.621032,-84.469282,2024,42400,Estimated,,,,,0.0866,1,67900,Short Term
"121-r143",1U : Urban Principal Arterial - Interstate,33.620504,-84.486132,2024,10800,Estimated,,,,,0.09,1,,Short Term
"121-r144",1U : Urban Principal Arterial - Interstate,33.625111,-84.488205,2024,35200,Estimated,,,,,0.0721,1,47000,Short Term
"121-r145",1U : Urban Principal Arterial - Interstate,33.544227,-84.580522,2024,5660,Actual,,,,,0.0953,1,10200,Short Term
"121-r146",1U : Urban Principal Arterial - Interstate,33.545925,-84.575497,2024,25400,Estimated,,,,,0.0779,1,39000,Short Term
"121-r147",1U : Urban Principal Arterial - Interstate,33.564857,-84.535485,2024,5960,Estimated,,,,,0.0774,1,11800,Short Term
"121-r148",1U : Urban Principal Arterial - Interstate,33.567622,-84.532419,2024,17300,Estimated,,,,,0.0793,1,23400,Short Term
"121-r149",1U : Urban Principal Arterial - Interstate,33.582510,-84.515774,2024,3680,Estimated,,,,,0.1164,1,4640,Short Term
"121-r150",1U : Urban Principal Arterial - Interstate,33.585149,-84.511479,2024,12800,Estimated,,,,,0.1243,1,24300,Short Term
"121-r151",1U : Urban Principal Arterial - Interstate,33.609090,-84.485697,2024,39200,Estimated,,,,,0.0677,1,49400,Short Term
"121-r152",1U : Urban Principal Arterial - Interstate,33.619472,-84.487778,2024,3640,Estimated,83,76,,,0.0873,1,5320,Short Term
"121-r153",1U : Urban Principal Arterial - Interstate,33.611160,-84.486105,2024,1940,Actual,104,174,,,0.125,1,3700,Short Term
"121-r154",1U : Urban Principal Arterial - Interstate,33.651532,-84.439907,2024,37500,Estimated,,,,,0.0782,1,,Short Term
"121-r155",1U : Urban Principal Arterial - Interstate,33.618782,-84.480716,2024,15800,Actual,,,,,0.0776,1,37300,Short Term
"121-r156",1U : Urban Principal Arterial - Interstate,33.644499,-84.449938,2024,17000,Estimated,,,,,0.0889,1,21400,Short Term
"121-r157",1U : Urban Principal Arterial - Interstate,33.619677,-84.464239,2024,6810,Estimated,,,,,0.0803,1,11300,Short Term
"121-r158",1U : Urban Principal Arterial - Interstate,33.619525,-84.458120,2024,4540,Estimated,112,62,,,0.0842,1,5720,Short Term
"121-r159",1U : Urban Principal Arterial - Interstate,33.657958,-84.432502,2024,5820,Actual,,,,,0.1,1,8770,Short Term
"121-r160",1U : Urban Principal Arterial - Interstate,33.620490,-84.458690,2024,9900,Estimated,219,84,,,0.0709,1,,Short Term
"121-r161",1U : Urban Principal Arterial - Interstate,33.660951,-84.427448,2024,2140,Estimated,,,,,0.1061,1,2700,Short Term
"121-r164",1U : Urban Principal Arterial - Interstate,33.662431,-84.425025,2024,9110,Actual,,,,,0.1575,1,11500,Short Term
"121-r165",1U : Urban Principal Arterial - Interstate,33.665218,-84.417902,2024,4800,Estimated,,,,,0.1239,1,9510,Short Term
"121-r166",1U : Urban Principal Arterial - Interstate,33.667018,-84.416178,2024,2650,Actual,,,,,0.0856,1,3340,Short Term
"121-r167",1U : Urban Principal Arterial - Interstate,33.679565,-84.411835,2024,5570,Actual,,,,,0.0973,1,8710,Short Term
"121-r168",1U : Urban Principal Arterial - Interstate,33.681741,-84.411000,2024,4950,Estimated,,,,,0.0721,1,6700,Short Term
"121-r169",1U : Urban Principal Arterial - Interstate,33.684807,-84.404494,2024,21500,Estimated,,,,,0.1109,1,31000,Short Term
"121-r181",1U : Urban Principal Arterial - Interstate,33.808078,-84.378332,2024,23600,Actual,767,276,3.569,1.13,0.0695,1,29700,Short Term
"121-r184",1U : Urban Principal Arterial - Interstate,33.821023,-84.360228,2024,740,Estimated,,,,,0.1294,1,930,Short Term
"121-r186",1U : Urban Principal Arterial - Interstate,33.821793,-84.357995,2024,20600,Actual,544,99,,,0.1019,1,26000,Short Term
"121-r188",1U : Urban Principal Arterial - Interstate,33.823758,-84.351078,2024,9030,Estimated,,,,,0.0928,1,11400,Short Term
"121-r201",1U : Urban Principal Arterial - Interstate,33.767138,-84.530845,2024,7190,Estimated,,,,,0.1202,1,10800,Short Term
"121-r202",1U : Urban Principal Arterial - Interstate,33.765071,-84.523042,2024,24800,Estimated,,,,,0.0819,1,36900,Short Term
"121-r204",1U : Urban Principal Arterial - Interstate,33.760797,-84.487688,2024,27100,Estimated,,,,,0.0912,1,34100,Short Term
"121-r207",1U : Urban Principal Arterial - Interstate,33.757682,-84.471192,2024,4440,Actual,,,,,0.1372,1,5590,Short Term
"121-r208",1U : Urban Principal Arterial - Interstate,33.757039,-84.469628,2024,7270,Estimated,,,,,0.0822,1,9160,Short Term
"121-r211",1U : Urban Principal Arterial - Interstate,33.751326,-84.448469,2024,4970,Estimated,,,,,0.0902,1,6260,Short Term
"121-r212",1U : Urban Principal Arterial - Interstate,33.749220,-84.442613,2024,7010,Estimated,,,,,0.1001,1,9070,Short Term
"121-r214",1U : Urban Principal Arterial - Interstate,33.744945,-84.427309,2024,6380,Actual,,,,,0.1007,1,8620,Short Term
"121-r215",1U : Urban Principal Arterial - Interstate,33.741289,-84.419165,2024,6030,Actual,,,,,0.0833,1,7600,Short Term
"121-r216",1U : Urban Principal Arterial - Interstate,33.741256,-84.416394,2024,8390,Estimated,,,,,0.0703,1,10600,Short Term
"121-r218",1U : Urban Principal Arterial - Interstate,33.741148,-84.413031,2024,9290,Actual,,,,,0.0921,1,17200,Short Term
"121-r221",1U : Urban Principal Arterial - Interstate,33.741911,-84.404400,2024,7520,Estimated,,,,,0.1141,1,9480,Short Term
"121-r223",1U : Urban Principal Arterial - Interstate,33.743685,-84.400780,2024,10400,Estimated,,,,,0.1559,1,13100,Short Term
"121-r224",1U : Urban Principal Arterial - Interstate,33.745083,-84.396173,2024,6700,Estimated,,,,,0.1603,1,8440,Short Term
"121-r225",1U : Urban Principal Arterial - Interstate,33.744881,-84.397337,2024,40500,Actual,2674,1143,,,0.0638,1,51000,Short Term
"121-r226",1U : Urban Principal Arterial - Interstate,33.743332,-84.386459,2024,42000,Actual,,,,,0.07,1,52900,Short Term
"121-r228",1U : Urban Principal Arterial - Interstate,33.743106,-84.383621,2024,7010,Actual,,,,,0.1623,1,8960,Short Term
"121-r232",1U : Urban Principal Arterial - Interstate,33.743098,-84.377820,2024,6990,Estimated,,,,,0.1515,1,8950,Short Term
"121-r233",1U : Urban Principal Arterial - Interstate,33.743032,-84.369907,2024,9580,Estimated,,,,,0.0902,1,12100,Short Term
"121-r235",1U : Urban Principal Arterial - Interstate,33.743012,-84.364229,2024,14200,Estimated,,,,,0.1042,1,23300,Short Term
"121-r236",1U : Urban Principal Arterial - Interstate,33.743083,-84.360980,2024,6820,Estimated,,,,,0.1381,1,9490,Short Term
"121-r237",1U : Urban Principal Arterial - Interstate,33.744798,-84.351228,2024,10300,Actual,,,,,0.0767,1,13000,Short Term
"121-r434",1U : Urban Principal Arterial - Interstate,33.910286,-84.357628,2024,25900,Actual,,,,,0.0793,1,32600,Short Term
"121-r440",1U : Urban Principal Arterial - Interstate,33.763436,-84.489797,2024,17300,Actual,,,,,0.0914,1,21800,Short Term
"121-r534",1U : Urban Principal Arterial - Interstate,33.912122,-84.358563,2024,27500,Actual,,,,,0.0832,1,34700,Short Term
"121-r536",1U : Urban Principal Arterial - Interstate,33.913127,-84.356669,2024,7690,Estimated,,,,,0.0895,1,10500,Short Term
"121-r538",1U : Urban Principal Arterial - Interstate,33.765223,-84.495097,2024,22200,Actual,,,,,0.0662,1,28000,Short Term
"121-r601",1U : Urban Principal Arterial - Interstate,33.654160,-84.395886,2024,9740,Estimated,,,,,0.1265,1,13700,Short Term
"121-r602",1U : Urban Principal Arterial - Interstate,33.654563,-84.395939,2024,7180,Actual,,,,,0.1059,1,,Short Term
"121-r603",1U : Urban Principal Arterial - Interstate,33.702252,-84.404455,2024,34800,Estimated,,,,,0.0817,1,,Short Term
"121-r604",1U : Urban Principal Arterial - Interstate,33.689988,-84.401999,2024,9740,Estimated,,,,,0.1173,1,12300,Short Term
"121-r605",1U : Urban Principal Arterial - Interstate,33.688697,-84.400418,2024,3830,Estimated,,,,,0.0936,1,5110,Short Term
"121-r611",1U : Urban Principal Arterial - Interstate,33.679660,-84.398648,2024,12600,Actual,,,,,0.0879,1,15900,Short Term
"121-r612",1U : Urban Principal Arterial - Interstate,33.675333,-84.397987,2024,15600,Estimated,,,,,0.0807,1,,Short Term
"121-r613",1U : Urban Principal Arterial - Interstate,33.723444,-84.394531,2024,13000,Estimated,,,,,0.0722,1,16400,Short Term
"121-r614",1U : Urban Principal Arterial - Interstate,33.721195,-84.396045,2024,6360,Actual,,,,,0.0878,1,8010,Short Term
"121-r616",1U : Urban Principal Arterial - Interstate,33.734488,-84.392457,2024,4460,Estimated,,,,,0.1225,1,5620,Short Term
"121-r618",1U : Urban Principal Arterial - Interstate,33.737314,-84.392369,2024,12100,Actual,,,,,0.1438,1,15200,Short Term
"121-r619",1U : Urban Principal Arterial - Interstate,33.743992,-84.391619,2024,6960,Actual,436,24,,,0.0939,1,11300,Short Term
"121-r620",1U : Urban Principal Arterial - Interstate,33.741538,-84.392246,2024,33200,Actual,,,,,0.075,1,50600,Short Term
"121-r621",1U : Urban Principal Arterial - Interstate,33.747971,-84.386594,2024,45700,Actual,,,,,0.0677,1,105000,Short Term
"121-r622",1U : Urban Principal Arterial - Interstate,33.745974,-84.394258,2024,440,Estimated,31,0,,,0.1792,1,550,Short Term
"121-r623",1U : Urban Principal Arterial - Interstate,33.750114,-84.382430,2024,5450,Estimated,98,13,,,0.1502,1,6870,Short Term
"121-r626",1U : Urban Principal Arterial - Interstate,33.753131,-84.379460,2024,9130,Estimated,,,,,0.1402,1,11500,Short Term
"121-r628",1U : Urban Principal Arterial - Interstate,33.755790,-84.378910,2024,13100,Estimated,605,57,,,0.0846,1,16500,Short Term
"121-r629",1U : Urban Principal Arterial - Interstate,33.760074,-84.380245,2024,3120,Estimated,,,,,0.091,1,3930,Short Term
"121-r630",1U : Urban Principal Arterial - Interstate,33.758348,-84.380502,2024,9240,Estimated,424,31,,,0.1257,1,13400,Short Term
"121-r631",1U : Urban Principal Arterial - Interstate,33.762592,-84.382831,2024,10000,Estimated,307,42,,,0.0711,1,12700,Short Term
"121-r632",1U : Urban Principal Arterial - Interstate,33.758446,-84.378844,2024,1480,Estimated,85,4,,,0.1458,1,1870,Short Term
"121-r633",1U : Urban Principal Arterial - Interstate,33.764636,-84.385103,2024,9030,Estimated,,,,,0.1444,1,11400,Short Term
"121-r634",1U : Urban Principal Arterial - Interstate,33.766329,-84.389879,2024,19200,Actual,,,,,0.1122,1,28400,Short Term
"121-r635",1U : Urban Principal Arterial - Interstate,33.768770,-84.390635,2024,8770,Estimated,176,25,,,0.0922,1,11100,Short Term
"121-r637",1U : Urban Principal Arterial - Interstate,33.766551,-84.390239,2024,1140,Estimated,105,1,,,0.1346,1,1440,Short Term
"121-r639",1U : Urban Principal Arterial - Interstate,33.773592,-84.390578,2024,13700,Estimated,,,,,0.115,1,17300,Short Term
"121-r640",1U : Urban Principal Arterial - Interstate,33.780534,-84.391514,2024,22900,Estimated,,,,,0.0618,1,33400,Short Term
"121-r642",1U : Urban Principal Arterial - Interstate,33.793245,-84.391413,2024,9200,Estimated,,,,,0.1083,1,14100,Short Term
"121-r643",1U : Urban Principal Arterial - Interstate,33.793140,-84.393550,2024,4680,Estimated,137,33,,,0.0804,1,5900,Short Term
"121-r644",1U : Urban Principal Arterial - Interstate,33.794800,-84.394150,2024,16400,Actual,,,,,0.1212,1,,Short Term
"121-r648",1U : Urban Principal Arterial - Interstate,33.803774,-84.411068,2024,24200,Estimated,,,,,0.0856,1,30500,Short Term
"121-r649",1U : Urban Principal Arterial - Interstate,33.803597,-84.409811,2024,650,Actual,,,,,0.155,1,1260,Short Term
"121-r650",1U : Urban Principal Arterial - Interstate,33.801506,-84.403475,2024,25300,Actual,,,,,0.0771,1,,Short Term
"121-r651",1U : Urban Principal Arterial - Interstate,33.806289,-84.415632,2024,17100,Estimated,,,,,0.1053,1,22500,Short Term
"121-r653",1U : Urban Principal Arterial - Interstate,33.833492,-84.427694,2024,3830,Estimated,,,,,0.1152,1,4830,Short Term
"121-r654",1U : Urban Principal Arterial - Interstate,33.831346,-84.427325,2024,7030,Estimated,,,,,0.0836,1,10700,Short Term
"121-r655",1U : Urban Principal Arterial - Interstate,33.850587,-84.431341,2024,9850,Estimated,,,,,0.1166,1,12400,Short Term
"121-r656",1U : Urban Principal Arterial - Interstate,33.847631,-84.431048,2024,5330,Estimated,,,,,0.0894,1,6720,Short Term
"121-r657",1U : Urban Principal Arterial - Interstate,33.866266,-84.441167,2024,3120,Estimated,,,,,0.1426,1,3930,Short Term
"121-r658",1U : Urban Principal Arterial - Interstate,33.862197,-84.437572,2024,6630,Estimated,,,,,0.1501,1,8350,Short Term
"121-r664",1U : Urban Principal Arterial - Interstate,33.824761,-84.360188,2024,12900,Estimated,,,,,0.1138,1,26200,Short Term
"121-r667",2U : Urban Principal Arterial - Freeways & Expressways,33.829060,-84.360730,2024,11100,Estimated,,,,,0.1096,1,14000,Short Term
"121-r669",2U : Urban Principal Arterial - Freeways & Expressways,33.854383,-84.370172,2024,18700,Estimated,,,,,0.0947,1,23600,Short Term
"121-r670",2U : Urban Principal Arterial - Freeways & Expressways,33.849839,-84.369296,2024,27600,Estimated,,,,,0.0865,1,45900,Short Term
"121-r671",2U : Urban Principal Arterial - Freeways & Expressways,33.908179,-84.358143,2024,6210,Estimated,,,,,0.0997,1,7830,Short Term
"121-r672",2U : Urban Principal Arterial - Freeways & Expressways,33.898733,-84.362273,2024,14400,Estimated,,,,,0.0955,1,18100,Short Term
"121-r676",1U : Urban Principal Arterial - Interstate,33.913812,-84.355707,2024,12300,Actual,,,,,0.091,1,15500,Short Term
"121-r678",2U : Urban Principal Arterial - Freeways & Expressways,33.931310,-84.358201,2024,20700,Actual,,,,,0.0846,1,26100,Short Term
"121-r679",2U : Urban Principal Arterial - Freeways & Expressways,33.935648,-84.358540,2024,8240,Actual,,,,,0.1102,1,10400,Short Term
"121-r681",2U : Urban Principal Arterial - Freeways & Expressways,33.981077,-84.342858,2024,14200,Estimated,,,,,0.1271,1,21900,Short Term
"121-r682",2U : Urban Principal Arterial - Freeways & Expressways,33.979393,-84.343587,2024,12000,Estimated,,,,,0.0969,1,15100,Short Term
"121-r684",2U : Urban Principal Arterial - Freeways & Expressways,34.019418,-84.326383,2024,19600,Estimated,,,,,0.0871,1,24700,Short Term
"121-r685",2U : Urban Principal Arterial - Freeways & Expressways,34.024022,-84.323079,2024,15400,Actual,,,,,0.1036,1,25800,Short Term
"121-r687",2U : Urban Principal Arterial - Freeways & Expressways,34.042194,-84.309134,2024,9000,Estimated,,,,,0.1264,1,11500,Short Term
"121-r688",2U : Urban Principal Arterial - Freeways & Expressways,34.036164,-84.314285,2024,13800,Estimated,,,,,0.1213,1,17400,Short Term
"121-r689",2U : Urban Principal Arterial - Freeways & Expressways,34.054287,-84.287315,2024,7330,Estimated,,,,,0.0902,1,9240,Short Term
"121-r690",2U : Urban Principal Arterial - Freeways & Expressways,34.053770,-84.289116,2024,11000,Estimated,,,,,0.0967,1,13900,Short Term
"121-r691",2U : Urban Principal Arterial - Freeways & Expressways,34.070407,-84.271479,2024,11800,Estimated,,,,,0.1241,1,14900,Short Term
"121-r692",2U : Urban Principal Arterial - Freeways & Expressways,34.067181,-84.273106,2024,14400,Estimated,,,,,0.0915,1,18100,Short Term
"121-r693",2U : Urban Principal Arterial - Freeways & Expressways,34.090171,-84.260917,2024,5350,Estimated,,,,,0.118,1,6740,Short Term
"121-r694",2U : Urban Principal Arterial - Freeways & Expressways,34.085335,-84.263771,2024,14100,Estimated,,,,,0.0923,1,17800,Short Term
"121-r695",2U : Urban Principal Arterial - Freeways & Expressways,33.947165,-84.357452,2024,1850,Actual,,,,,0.1303,1,2330,Short Term
"121-r701",1U : Urban Principal Arterial - Interstate,33.636411,-84.493009,2024,4770,Estimated,,,,,0.0911,1,6010,Short Term
"121-r702",1U : Urban Principal Arterial - Interstate,33.634429,-84.491162,2024,5780,Actual,,,,,0.0868,1,12600,Short Term
"121-r703",1U : Urban Principal Arterial - Interstate,33.658685,-84.498007,2024,19600,Estimated,,,,,0.0784,1,24700,Short Term
"121-r704",1U : Urban Principal Arterial - Interstate,33.654343,-84.497985,2024,17000,Actual,,,,,0.0661,1,21400,Short Term
"121-r705",1U : Urban Principal Arterial - Interstate,33.691416,-84.501391,2024,3600,Estimated,,,,,0.1047,1,4540,Short Term
"121-r706",1U : Urban Principal Arterial - Interstate,33.686756,-84.500396,2024,13200,Actual,,,,,0.0884,1,16600,Short Term
"121-r707",1U : Urban Principal Arterial - Interstate,33.689031,-84.501006,2024,9560,Estimated,,,,,0.1106,1,12000,Short Term
"121-r709",1U : Urban Principal Arterial - Interstate,33.725670,-84.503034,2024,9640,Actual,,,,,0.0786,1,12100,Short Term
"121-r710",1U : Urban Principal Arterial - Interstate,33.722099,-84.503189,2024,8240,Actual,,,,,0.0871,1,10400,Short Term
"121-r711",1U : Urban Principal Arterial - Interstate,33.755290,-84.495357,2024,7410,Estimated,189,86,,,0.0835,1,9340,Short Term
"121-r712",1U : Urban Principal Arterial - Interstate,33.752872,-84.496222,2024,9330,Estimated,,,,,0.0963,1,14600,Short Term
"121-r713",1U : Urban Principal Arterial - Interstate,33.766511,-84.496023,2024,30500,Actual,,,,,0.0693,1,38400,Short Term
"121-r714",1U : Urban Principal Arterial - Interstate,33.757377,-84.494377,2024,3030,Estimated,,,,,0.0786,1,,Short Term
"121-r715",1U : Urban Principal Arterial - Interstate,33.763596,-84.493389,2024,16200,Estimated,812,461,,,0.0845,1,20400,Short Term
"121-r716",1U : Urban Principal Arterial - Interstate,33.759994,-84.493268,2024,7860,Estimated,,,,,0.1084,1,9900,Short Term
"121-r717",1U : Urban Principal Arterial - Interstate,33.789127,-84.491571,2024,10000,Actual,,,,,0.0954,1,13300,Short Term
"121-r718",1U : Urban Principal Arterial - Interstate,33.786482,-84.494150,2024,14300,Estimated,,,,,0.0616,1,25000,Short Term
"121-r720",1U : Urban Principal Arterial - Interstate,33.799696,-84.488919,2024,5840,Actual,,,,,0.1106,1,7590,Short Term
"121-r721",1U : Urban Principal Arterial - Interstate,33.910531,-84.427773,2024,8540,Estimated,,,,,0.106,1,10800,Short Term
"121-r722",1U : Urban Principal Arterial - Interstate,33.906354,-84.432981,2024,5650,Estimated,,,,,0.1351,1,7120,Short Term
"121-r723",1U : Urban Principal Arterial - Interstate,33.916412,-84.405705,2024,4750,Estimated,,,,,0.0943,1,5990,Short Term
"121-r724",1U : Urban Principal Arterial - Interstate,33.916233,-84.409332,2024,8380,Estimated,,,,,0.0848,1,15400,Short Term
"121-r725",1U : Urban Principal Arterial - Interstate,33.912608,-84.377059,2024,14800,Estimated,,,,,0.0837,1,18600,Short Term
"121-r726",1U : Urban Principal Arterial - Interstate,33.912641,-84.381191,2024,12900,Estimated,,,,,0.0943,1,16300,Short Term
"121-r728",1U : Urban Principal Arterial - Interstate,33.910394,-84.363650,2024,10800,Estimated,,,,,0.1041,1,13600,Short Term
"121-r729",1U : Urban Principal Arterial - Interstate,33.914135,-84.352432,2024,36300,Actual,,,,,0.0805,1,45700,Short Term
"121-r735",1U : Urban Principal Arterial - Interstate,33.914895,-84.350594,2024,9880,Actual,,,,,0.1045,1,12400,Short Term
"121-r737",1U : Urban Principal Arterial - Interstate,33.653935,-84.366127,2024,7970,Estimated,,,,,0.0771,1,10000,Short Term
"121-r738",1U : Urban Principal Arterial - Interstate,33.652309,-84.367984,2024,8860,Estimated,,,,,0.0743,1,14300,Short Term
"121-r739",1U : Urban Principal Arterial - Interstate,33.621031,-84.464852,2024,22900,Estimated,1316,1442,,,0.0793,1,34400,Short Term
"121-r740",1U : Urban Principal Arterial - Interstate,33.620912,-84.466792,2024,2920,Estimated,117,72,,,0.1328,1,3680,Short Term
"121-r741",1U : Urban Principal Arterial - Interstate,33.625219,-84.488872,2024,15800,Estimated,457,814,,,0.0822,1,20900,Short Term
"121-r742",1U : Urban Principal Arterial - Interstate,33.614255,-84.485260,2024,15800,Estimated,1425,3495,,,0.0677,1,19900,Short Term
"121-r743",1U : Urban Principal Arterial - Interstate,33.614676,-84.487179,2024,29300,Estimated,,,,,0.0951,1,43300,Short Term
"121-r744",1U : Urban Principal Arterial - Interstate,33.622887,-84.488451,2024,30900,Actual,,,,,0.0757,1,,Short Term
"121-r745",1U : Urban Principal Arterial - Interstate,33.547591,-84.574796,2024,26100,Estimated,,,,,0.0681,1,40000,Short Term
"121-r746",1U : Urban Principal Arterial - Interstate,33.546191,-84.579280,2024,5610,Estimated,,,,,0.0898,1,10400,Short Term
"121-r747",1U : Urban Principal Arterial - Interstate,33.570314,-84.531085,2024,17400,Estimated,,,,,0.0836,1,21900,Short Term
"121-r748",1U : Urban Principal Arterial - Interstate,33.565862,-84.535763,2024,7590,Estimated,,,,,0.0762,1,12500,Short Term
"121-r749",1U : Urban Principal Arterial - Interstate,33.587255,-84.510305,2024,11700,Estimated,,,,,0.0824,1,20600,Short Term
"121-r750",1U : Urban Principal Arterial - Interstate,33.584844,-84.515103,2024,5550,Estimated,,,,,0.085,1,8740,Short Term
"121-r751",1U : Urban Principal Arterial - Interstate,33.650460,-84.442905,2024,15400,Estimated,,,,,0.0774,1,,Short Term
"121-r752",1U : Urban Principal Arterial - Interstate,33.617475,-84.487637,2024,23900,Estimated,,,,,0.0815,1,40900,Short Term
"121-r754",1U : Urban Principal Arterial - Interstate,33.609922,-84.486613,2024,2120,Estimated,,,,,0.1121,1,3350,Short Term
"121-r755",1U : Urban Principal Arterial - Interstate,33.653809,-84.437931,2024,25900,Actual,839,16,,,0.0707,1,36600,Short Term
"121-r756",1U : Urban Principal Arterial - Interstate,33.651298,-84.442754,2024,10600,Estimated,,,,,0.0652,1,21100,Short Term
"121-r757",1U : Urban Principal Arterial - Interstate,33.623282,-84.458870,2024,13300,Actual,,,,,0.0981,1,23500,Short Term
"121-r758",1U : Urban Principal Arterial - Interstate,33.620385,-84.466796,2024,25300,Actual,1966,5056,,,0.062,1,31900,Short Term
"121-r759",1U : Urban Principal Arterial - Interstate,33.660082,-84.430406,2024,5850,Estimated,,,,,0.0769,1,7370,Short Term
"121-r760",1U : Urban Principal Arterial - Interstate,33.657869,-84.433420,2024,7790,Actual,,,,,0.0878,1,9820,Short Term
"121-r761",1U : Urban Principal Arterial - Interstate,33.648170,-84.447345,2024,3690,Estimated,,,,,0.1256,1,4650,Short Term
"121-r763",1U : Urban Principal Arterial - Interstate,33.663623,-84.423548,2024,5010,Estimated,310,68,,,0.1778,1,8670,Short Term
"121-r765",1U : Urban Principal Arterial - Interstate,33.667798,-84.416353,2024,2840,Estimated,,,,,0.0786,1,3580,Short Term
"121-r766",1U : Urban Principal Arterial - Interstate,33.666511,-84.417553,2024,3530,Estimated,,,,,0.0942,1,4760,Short Term
"121-r767",1U : Urban Principal Arterial - Interstate,33.682781,-84.411178,2024,3540,Actual,,,,,0.0829,1,4460,Short Term
"121-r768",1U : Urban Principal Arterial - Interstate,33.679750,-84.412353,2024,5070,Estimated,,,,,0.0869,1,6390,Short Term
"121-r771",1U : Urban Principal Arterial - Interstate,33.684989,-84.405970,2024,2590,Actual,,,,,0.0762,1,4950,Short Term
"121-r774",1U : Urban Principal Arterial - Interstate,33.689357,-84.401359,2024,20300,Estimated,,,,,0.1059,1,25600,Short Term
"121-r777",1U : Urban Principal Arterial - Interstate,33.795170,-84.393800,2024,20700,Actual,634,97,,,0.084,1,26100,Short Term
"121-r782",1U : Urban Principal Arterial - Interstate,33.804989,-84.383575,2024,24000,Actual,737,245,,,0.0687,1,30200,Short Term
"121-r783",1U : Urban Principal Arterial - Interstate,33.822649,-84.358146,2024,920,Estimated,,,,,0.1136,1,1160,Short Term
"121-r785",1U : Urban Principal Arterial - Interstate,33.823610,-84.355370,2024,14700,Actual,406,78,,,0.0973,1,19100,Short Term
"121-r787",1U : Urban Principal Arterial - Interstate,33.824667,-84.350684,2024,13400,Actual,,,,,0.0901,1,16900,Short Term
"121-r801",1U : Urban Principal Arterial - Interstate,33.765714,-84.523459,2024,21100,Estimated,,,,,0.0742,1,35000,Short Term
"121-r802",1U : Urban Principal Arterial - Interstate,33.767403,-84.529745,2024,9370,Estimated,,,,,0.103,1,14600,Short Term
"121-r803",1U : Urban Principal Arterial - Interstate,33.761865,-84.487647,2024,12700,Actual,,,,,0.0973,1,16000,Short Term
"121-r807",1U : Urban Principal Arterial - Interstate,33.756468,-84.467725,2024,4460,Actual,,,,,0.1374,1,5620,Short Term
"121-r808",1U : Urban Principal Arterial - Interstate,33.758435,-84.471530,2024,6430,Actual,,,,,0.0843,1,8100,Short Term
"121-r809",1U : Urban Principal Arterial - Interstate,33.758107,-84.470258,2024,2540,Estimated,,,,,0.0944,1,3200,Short Term
"121-r811",1U : Urban Principal Arterial - Interstate,33.749973,-84.442855,2024,5570,Actual,,,,,0.0965,1,7020,Short Term
"121-r812",1U : Urban Principal Arterial - Interstate,33.751770,-84.448150,2024,5880,Estimated,,,,,0.1119,1,7410,Short Term
"121-r813",1U : Urban Principal Arterial - Interstate,33.745726,-84.427882,2024,6080,Actual,,,,,0.0755,1,8870,Short Term
"121-r815",1U : Urban Principal Arterial - Interstate,33.741722,-84.415946,2024,8540,Actual,,,,,0.0779,1,10800,Short Term
"121-r816",1U : Urban Principal Arterial - Interstate,33.741904,-84.419849,2024,6950,Estimated,,,,,0.1288,1,8760,Short Term
"121-r817",1U : Urban Principal Arterial - Interstate,33.741649,-84.412796,2024,9020,Actual,,,,,0.1208,1,11400,Short Term
"121-r822",1U : Urban Principal Arterial - Interstate,33.742215,-84.405279,2024,8310,Actual,,,,,0.1305,1,10900,Short Term
"121-r823",1U : Urban Principal Arterial - Interstate,33.743699,-84.377970,2024,8140,Actual,,,,,0.1665,1,10700,Short Term
"121-r824",1U : Urban Principal Arterial - Interstate,33.744702,-84.400058,2024,2710,Actual,,,,,0.1397,1,3420,Short Term
"121-r826",1U : Urban Principal Arterial - Interstate,33.745489,-84.397143,2024,5280,Estimated,,,,,0.1446,1,6650,Short Term
