Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"007-0110",4R : Rural Minor Arterial,31.189910,-84.519414,2024,2080,Actual,156,521,4.839,24.194,0.0895,0.51,3930,Short Term
"007-0112",4R : Rural Minor Arterial,31.211966,-84.481817,2024,2160,Estimated,178,492,8.051,16.949,0.0871,0.6,2720,Short Term
"007-0114",4R : Rural Minor Arterial,31.276130,-84.381199,2024,3440,Actual,234,657,,,0.0791,0.56,5990,Short Term
"007-0118",4R : Rural Minor Arterial,31.312783,-84.347584,2024,4580,Actual,311,388,7.47,5.06,0.0879,0.51,5840,Short Term
"007-0119",4R : Rural Minor Arterial,31.324120,-84.341278,2024,4780,Actual,319,477,,,0.0841,0.55,6020,Short Term
"007-0122",4R : Rural Minor Arterial,31.334339,-84.321298,2024,3600,Estimated,245,401,4.854,6.472,0.0875,0.59,5120,Short Term
"007-0124",4R : Rural Minor Arterial,31.393407,-84.278284,2024,3150,Estimated,269,561,4.815,10.741,0.0874,0.59,4550,Short Term
"007-0126",5R : Rural Major Collector,31.272721,-84.545286,2024,350,Estimated,,,,,0.1194,0.56,470,Short Term
"007-0128",6R : Rural Minor Collector,31.330997,-84.526389,2024,140,Actual,27,4,25,0,0.1449,0.8,180,Short Term
"007-0129",5R : Rural Major Collector,31.405466,-84.522790,2024,210,Actual,32,6,26.667,0,0.1449,0.5,270,Short Term
"007-0131",5R : Rural Major Collector,31.321442,-84.577242,2024,150,Actual,13,4,4.545,0,0.1477,0.82,190,Short Term
"007-0133",5R : Rural Major Collector,31.404279,-84.596246,2024,100,Actual,1,4,0,0,0.1237,0.5,130,Short Term
"007-0135",5R : Rural Major Collector,31.266828,-84.599101,2024,230,Actual,29,4,17.857,0,0.1244,0.54,290,Short Term
"007-0137",5R : Rural Major Collector,31.294612,-84.606482,2024,350,Actual,22,71,2.041,18.367,0.1392,0.57,440,Short Term
"007-0139",5R : Rural Major Collector,31.287804,-84.576145,2024,590,Estimated,,,,,0.1132,0.52,740,Short Term
"007-0141",5R : Rural Major Collector,31.273469,-84.499406,2024,510,Estimated,44,20,5.263,5.263,0.1129,0.58,640,Short Term
"007-0143",5R : Rural Major Collector,31.282834,-84.425369,2024,780,Estimated,,,,,0.11,0.57,980,Short Term
"007-0145",5R : Rural Major Collector,31.301259,-84.384836,2024,1010,Estimated,46,46,,,0.103,0.6,1270,Short Term
"007-0147",5R : Rural Major Collector,31.313658,-84.350039,2024,740,Actual,,,,,0.0929,0.68,930,Short Term
"007-0149",5R : Rural Major Collector,31.313378,-84.344007,2024,390,Estimated,,,,,0.1269,0.52,490,Short Term
"007-0150",5R : Rural Major Collector,31.316482,-84.335720,2024,250,Estimated,9,1,0,0,0.1659,0.6,320,Short Term
"007-0152",5R : Rural Major Collector,31.324229,-84.335347,2024,140,Actual,8,3,0,0,0.1268,0.67,180,Short Term
"007-0154",5R : Rural Major Collector,31.332800,-84.618769,2024,110,Estimated,,,,,0.1253,0.57,140,Short Term
"007-0157",5R : Rural Major Collector,31.376868,-84.603111,2024,400,Estimated,,,,,0.0959,0.63,500,Short Term
"007-0159",5R : Rural Major Collector,31.370135,-84.529596,2024,430,Estimated,49,47,,,0.0903,0.68,540,Short Term
"007-0161",6R : Rural Minor Collector,31.389850,-84.390222,2024,140,Actual,,,,,0.1395,0.52,180,Short Term
"007-0163",5R : Rural Major Collector,31.373277,-84.331359,2024,600,Actual,,,,,0.1235,0.52,950,Short Term
"007-0165",5R : Rural Major Collector,31.416356,-84.330321,2024,510,Estimated,,,,,0.1123,0.54,710,Short Term
"007-0167",4R : Rural Minor Arterial,31.308341,-84.341912,2024,3580,Estimated,284,371,7.398,7.143,0.0996,0.52,4510,Short Term
"007-0169",4R : Rural Minor Arterial,31.312785,-84.351747,2024,1790,Actual,143,321,,,0.0954,0.56,2260,Short Term
"007-0171",4R : Rural Minor Arterial,31.315541,-84.355251,2024,1110,Estimated,63,224,,,0.092,0.66,1400,Short Term
"007-0173",4R : Rural Minor Arterial,31.319994,-84.363552,2024,1510,Actual,117,244,,,0.0848,0.65,1900,Short Term
"007-0175",4R : Rural Minor Arterial,31.343698,-84.446821,2024,1060,Estimated,105,164,9.709,12.621,0.0944,0.66,1340,Short Term
"007-0177",4R : Rural Minor Arterial,31.390288,-84.481751,2024,640,Actual,77,92,13.559,13.559,0.0929,0.56,810,Short Term
"007-8005",7R : Rural Local,31.307034,-84.409026,2024,120,Actual,11,3,0,6.667,0.124,0.53,150,Short Term
"007-8012",6R : Rural Minor Collector,31.405197,-84.303556,2024,20,Actual,1,0,0,0,0.8824,0.53,30,Short Term
"007-8013",7R : Rural Local,31.367896,-84.470367,2024,90,Actual,,,,,0.183,0.53,110,Short Term
"007-8014",7R : Rural Local,31.197958,-84.482635,2024,40,Estimated,1,0,0,0,0.1666,0.5,50,Short Term
"007-8015",7R : Rural Local,31.218949,-84.515102,2024,110,Estimated,,,,,0.1367,0.53,140,Short Term
"007-8016",7R : Rural Local,31.341874,-84.512194,2024,150,Actual,23,3,16.667,0,0.1208,0.67,190,Short Term
"009-0101",6U : Urban Minor Collector,33.077100,-83.225161,2024,3110,Estimated,,,,,0.1123,0.54,4600,Short Term
"009-0103",4U : Urban Minor Arterial,33.078877,-83.222870,2024,9010,Estimated,190,55,2.347,0.352,0.0954,0.56,11400,Short Term
"009-0104",6U : Urban Minor Collector,33.048881,-83.223599,2024,840,Estimated,,,,,0.0923,0.56,1060,Short Term
"009-0107",4R : Rural Minor Arterial,33.058678,-83.364393,2024,6220,Actual,320,158,2.532,1.266,0.1017,0.59,7840,Short Term
"009-0112",4U : Urban Minor Arterial,33.081521,-83.299701,2024,7860,Actual,413,154,4.151,1.343,0.1042,0.56,9900,Short Term
"009-0116",4U : Urban Minor Arterial,33.091427,-83.251398,2024,9370,Actual,377,109,2.2,1.21,0.097,0.63,11800,Short Term
"009-0118",4U : Urban Minor Arterial,33.083154,-83.245135,2024,5140,Actual,199,66,3.041,1.073,0.1087,0.55,6480,Short Term
"009-0121",4U : Urban Minor Arterial,33.082075,-83.238106,2024,5650,Actual,274,54,2.683,0.537,0.099,0.62,7120,Short Term
"009-0123",4U : Urban Minor Arterial,33.082877,-83.233843,2024,6930,Actual,349,97,2.769,0.489,0.0886,0.51,8730,Short Term
"009-0125",4U : Urban Minor Arterial,33.083566,-83.230322,2024,5080,Actual,263,85,4.09,0.613,0.0962,0.56,6400,Short Term
"009-0129",4U : Urban Minor Arterial,33.084244,-83.226892,2024,4030,Actual,227,85,4.091,2.273,0.1091,0.65,5080,Short Term
"009-0132",4U : Urban Minor Arterial,33.084603,-83.225052,2024,12100,Actual,428,132,2.778,0.648,0.0891,0.53,15200,Short Term
"009-0136",4U : Urban Minor Arterial,33.082987,-83.224034,2024,15800,Estimated,1155,334,,,0.1141,0.62,22200,Short Term
"009-0138",4U : Urban Minor Arterial,33.083024,-83.218111,2024,15400,Actual,706,344,2.828,1.221,0.1012,0.58,19400,Short Term
"009-0141",4R : Rural Minor Arterial,33.085100,-83.208327,2024,11300,Actual,775,398,5.943,1.887,0.094,0.62,14200,Short Term
"009-0143",3R : Rural Principal Arterial - Other,32.994566,-83.204138,2024,4750,Actual,421,1169,8.685,24.566,0.0848,0.5,,Short Term
"009-0145",4R : Rural Minor Arterial,33.111920,-83.140241,2024,3270,Actual,202,248,4.59,5.246,0.0932,0.65,4120,Short Term
"009-0147",3U : Urban Principal Arterial - Other,33.031984,-83.174957,2024,4710,Actual,326,886,9.19,9.628,0.097,0.5,,Short Term
"009-0152",4R : Rural Minor Arterial,33.050327,-83.122523,2024,2600,Actual,205,288,5.882,9.955,0.085,0.51,3280,Short Term
"009-0156",4R : Rural Minor Arterial,33.086990,-83.172170,2024,7730,Actual,269,341,1.477,2.282,0.0963,0.59,9740,CCS
"009-0158",4U : Urban Minor Arterial,33.089090,-83.236262,2024,12800,Actual,349,81,2.277,0.088,0.089,0.51,18100,Short Term
"009-0161",4U : Urban Minor Arterial,33.097919,-83.244663,2024,26600,Estimated,598,132,1.252,0.259,0.0905,0.51,36100,Short Term
"009-0165",3U : Urban Principal Arterial - Other,33.110120,-83.255660,2024,38100,Estimated,,,,,0.0901,0.51,48000,Short Term
"009-0167",3U : Urban Principal Arterial - Other,33.143595,-83.271648,2024,23600,Estimated,866,784,3.011,1.311,0.0904,0.51,34100,Short Term
"009-0172",3R : Rural Principal Arterial - Other,33.005774,-83.221214,2024,4950,Actual,347,667,7.328,9.267,0.0938,0.53,6240,Short Term
"009-0174",4U : Urban Minor Arterial,33.035230,-83.236071,2024,4380,Estimated,169,84,2.326,0.465,0.0915,0.57,5520,Short Term
"009-0176",4U : Urban Minor Arterial,33.045177,-83.232383,2024,4510,Actual,190,40,3.744,0.441,0.1007,0.56,5680,Short Term
"009-0178",4U : Urban Minor Arterial,33.057961,-83.230209,2024,6190,Actual,181,37,2.547,0.34,0.0951,0.56,7800,Short Term
"009-0181",4U : Urban Minor Arterial,33.067637,-83.223585,2024,7040,Actual,208,32,2.465,0.308,0.0922,0.57,8870,Short Term
"009-0183",4U : Urban Minor Arterial,33.069290,-83.223855,2024,9000,Actual,328,32,3.859,0.11,0.1008,0.53,11300,Short Term
"009-0185",4U : Urban Minor Arterial,33.074267,-83.225128,2024,7590,Actual,240,40,2.754,0.435,0.091,0.51,9560,Short Term
"009-0187",4U : Urban Minor Arterial,33.076777,-83.226828,2024,3470,Actual,163,10,3.096,0.31,0.093,0.51,4370,Short Term
"009-0189",4U : Urban Minor Arterial,33.076452,-83.228514,2024,5980,Estimated,633,97,,,0.1043,0.57,7540,Short Term
"009-0192",4U : Urban Minor Arterial,33.077797,-83.231423,2024,2180,Estimated,65,25,2.632,0.526,0.0905,0.62,2750,Short Term
"009-0194",4U : Urban Minor Arterial,33.081876,-83.232555,2024,4470,Actual,232,12,3.167,0.226,0.0989,0.51,5630,Short Term
"009-0196",4R : Rural Minor Arterial,33.012766,-83.344915,2024,5130,Estimated,605,316,6.144,4.025,0.0965,0.52,6460,Short Term
"009-0201",4U : Urban Minor Arterial,33.048018,-83.292703,2024,5940,Actual,300,298,3.648,3.483,0.1016,0.59,7480,Short Term
"009-0205",4U : Urban Minor Arterial,33.075629,-83.245768,2024,11600,Actual,515,124,4.29,1.335,0.0906,0.55,14600,Short Term
"009-0207",4U : Urban Minor Arterial,33.079524,-83.235813,2024,6930,Actual,264,123,1.672,0.912,0.0949,0.58,8730,Short Term
"009-0212",4U : Urban Minor Arterial,33.080461,-83.230992,2024,6790,Actual,278,140,3.912,0.68,0.0867,0.54,8560,Short Term
"009-0214",4U : Urban Minor Arterial,33.081112,-83.227663,2024,5800,Actual,220,92,2.972,0.699,0.0986,0.53,7310,Short Term
"009-0216",4U : Urban Minor Arterial,33.081353,-83.226453,2024,6610,Estimated,,,,,0.0955,,8330,Short Term
"009-0218",4U : Urban Minor Arterial,33.081809,-83.224204,2024,7210,Actual,362,162,6.736,1.036,0.107,0.6,9090,Short Term
"009-0223",5U : Urban Major Collector,33.067957,-83.222049,2024,3090,Actual,98,12,3.762,0.313,0.1033,0.52,3890,Short Term
"009-0225",4U : Urban Minor Arterial,33.021049,-83.200199,2024,2460,Actual,119,82,4,3.333,0.122,0.67,5090,Short Term
"009-0227",4U : Urban Minor Arterial,33.037202,-83.209878,2024,3330,Actual,117,52,2.35,1.567,0.115,0.51,4200,Short Term
"009-0229",4U : Urban Minor Arterial,33.047577,-83.212574,2024,4180,Actual,173,66,2.85,1.188,0.1007,0.51,5270,Short Term
"009-0232",4U : Urban Minor Arterial,33.055128,-83.214583,2024,4680,Actual,137,53,2.339,1.949,0.1096,0.54,5900,Short Term
"009-0234",4U : Urban Minor Arterial,33.062087,-83.216353,2024,8840,Estimated,228,54,,,0.0938,0.55,11100,Short Term
"009-0236",4U : Urban Minor Arterial,33.074305,-83.221601,2024,7480,Actual,240,59,1.738,0.535,0.1,0.52,9430,Short Term
"009-0241",5U : Urban Major Collector,33.123666,-83.295055,2024,4440,Actual,211,73,3.346,1.487,0.1213,0.59,5760,Short Term
"009-0243",5U : Urban Major Collector,33.128167,-83.304864,2024,3370,Actual,234,100,2.967,1.187,0.1001,0.66,4370,Short Term
"009-0245",5R : Rural Major Collector,33.156928,-83.350790,2024,3540,Estimated,300,82,6.607,1.201,0.098,0.52,5680,Short Term
"009-0247",5R : Rural Major Collector,32.964858,-83.289804,2024,2480,Actual,105,70,3.571,1.984,0.1016,0.54,3130,Short Term
"009-0249",6R : Rural Minor Collector,32.996229,-83.294069,2024,360,Actual,,,,,0.12,0.57,450,Short Term
"009-0252",5R : Rural Major Collector,32.984828,-83.271931,2024,3190,Actual,155,100,3.679,2.341,0.0936,0.63,4020,Short Term
"009-0254",5U : Urban Major Collector,33.008405,-83.246651,2024,4520,Actual,192,99,3.414,1.406,0.1102,0.66,5700,Short Term
"009-0256",5R : Rural Major Collector,33.002512,-83.363576,2024,370,Estimated,22,18,9.804,3.922,0.1417,0.59,470,Short Term
"009-0258",5R : Rural Major Collector,32.985796,-83.322434,2024,450,Actual,,,,,0.108,0.65,570,Short Term
"009-0261",5R : Rural Major Collector,33.000982,-83.271305,2024,800,Actual,,,,,0.1177,0.68,1010,Short Term
"009-0263",6R : Rural Minor Collector,32.975008,-83.332613,2024,330,Estimated,,,,,0.1414,0.53,420,Short Term
"009-0265",6R : Rural Minor Collector,32.968373,-83.303659,2024,360,Estimated,,,,,0.1089,0.54,580,Short Term
"009-0267",6R : Rural Minor Collector,32.975991,-83.290807,2024,210,Actual,,,,,0.1416,0.52,270,Short Term
"009-0269",4U : Urban Minor Arterial,33.054154,-83.266707,2024,2330,Actual,,,,,0.1171,0.54,2940,Short Term
"009-0271",4U : Urban Minor Arterial,33.053440,-83.248125,2024,3990,Estimated,,,,,0.1005,0.55,5030,Short Term
"009-0272",5R : Rural Major Collector,33.074236,-83.392028,2024,340,Actual,,,,,0.1096,0.63,430,Short Term
"009-0283",4U : Urban Minor Arterial,33.083583,-83.225826,2024,7700,Actual,,,,,0.1161,0.57,9700,Short Term
"009-0285",4U : Urban Minor Arterial,33.087472,-83.227081,2024,15800,Actual,740,222,,,0.1002,0.51,19900,Short Term
"009-0287",4U : Urban Minor Arterial,33.096627,-83.229667,2024,10600,Actual,,,,,0.1099,0.58,13400,Short Term
"009-0292",4U : Urban Minor Arterial,33.109599,-83.231813,2024,10100,Actual,,,,,0.1088,0.58,12700,Short Term
"009-0294",4U : Urban Minor Arterial,33.120206,-83.233614,2024,7410,Actual,,,,,0.1204,0.6,9340,Short Term
"009-0296",4U : Urban Minor Arterial,33.141728,-83.244874,2024,6820,Estimated,,,,,0.1106,0.52,8590,Short Term
"009-0298",4U : Urban Minor Arterial,33.150175,-83.270491,2024,7490,Actual,,,,,0.11,0.54,9610,Short Term
"009-0301",5R : Rural Major Collector,33.103313,-83.187553,2024,3990,Actual,121,50,,,0.0905,0.65,5030,Short Term
"009-0305",5R : Rural Major Collector,33.077789,-83.196525,2024,3880,Actual,,,,,0.105,0.58,4890,Short Term
"009-0307",5R : Rural Major Collector,33.062364,-83.139651,2024,1910,Estimated,130,13,5.882,0.49,0.1097,0.69,2410,Short Term
"009-0309",5R : Rural Major Collector,33.052351,-83.096703,2024,1190,Actual,63,23,,,0.1085,0.54,1500,Short Term
"009-0312",5R : Rural Major Collector,33.051394,-83.069715,2024,640,Actual,48,6,10,0,0.1097,0.66,810,Short Term
"009-0314",5R : Rural Major Collector,33.107317,-83.130873,2024,980,Actual,,,,,0.1007,0.64,1240,Short Term
"009-0316",6U : Urban Minor Collector,33.022224,-83.212930,2024,980,Actual,,,,,0.1324,0.53,1240,Short Term
"009-0318",5U : Urban Major Collector,33.097480,-83.249816,2024,7450,Actual,214,41,2.267,0.378,0.1066,0.57,9390,Short Term
"009-0321",3U : Urban Principal Arterial - Other,33.100446,-83.259874,2024,21900,Actual,646,595,1.586,0.979,0.0978,0.52,27600,Short Term
"009-0323",5U : Urban Major Collector,33.110600,-83.250302,2024,9860,Estimated,315,36,2.378,0.227,0.09,0.53,12400,Short Term
"009-0327",5R : Rural Major Collector,33.038768,-83.355589,2024,350,Actual,37,7,7.895,2.632,0.1077,0.63,440,Short Term
"009-0329",5U : Urban Major Collector,33.088033,-83.244571,2024,2490,Estimated,58,9,,,0.106,0.6,3140,Short Term
"009-0332",5U : Urban Major Collector,33.083462,-83.241741,2024,2390,Actual,70,6,1.087,0,0.1154,0.63,3010,Short Term
"009-0334",5U : Urban Major Collector,33.052300,-83.229300,2024,1440,Estimated,,,,,0.0977,0.65,1810,Short Term
"009-0336",6U : Urban Minor Collector,33.051672,-83.222118,2024,1230,Estimated,,,,,0.0906,0.51,1550,Short Term
"009-0341",5U : Urban Major Collector,33.078858,-83.226395,2024,7180,Actual,,,,,0.1257,0.57,9050,Short Term
"009-0345",5U : Urban Major Collector,33.083457,-83.227680,2024,3650,Actual,,,,,0.1156,0.52,4600,Short Term
"009-0349",5U : Urban Major Collector,33.063076,-83.223289,2024,2080,Estimated,,,,,0.1029,0.54,2620,Short Term
"009-0352",6U : Urban Minor Collector,33.064855,-83.222223,2024,1790,Actual,,,,,0.1119,0.52,2260,Short Term
"009-0356",6U : Urban Minor Collector,33.067092,-83.221329,2024,130,Estimated,,,,,0.1616,0.57,160,Short Term
"009-0358",6U : Urban Minor Collector,33.073277,-83.223087,2024,390,Estimated,14,1,2.381,0,0.1119,0.57,490,Short Term
"009-0363",5U : Urban Major Collector,33.057000,-83.235900,2024,1470,Estimated,,,,,0.1066,,1850,Short Term
"009-0365",5U : Urban Major Collector,33.064183,-83.233166,2024,1470,Actual,,,,,0.1106,0.5,1850,Short Term
"009-0369",6U : Urban Minor Collector,33.086500,-83.233873,2024,880,Actual,,,,,0.132,0.61,1340,Short Term
"009-0372",5U : Urban Major Collector,33.069887,-83.226249,2024,2220,Actual,,,,,0.1165,0.53,2800,Short Term
"009-0374",5U : Urban Major Collector,33.070003,-83.225008,2024,2590,Estimated,,,,,0.1041,0.6,3260,Short Term
"009-0376",5U : Urban Major Collector,33.074466,-83.226945,2024,2440,Actual,52,3,0.977,0,0.1258,0.6,3070,Short Term
"009-0378",5U : Urban Major Collector,33.076979,-83.227679,2024,1480,Actual,70,1,3.067,0,0.1103,0.52,1870,Short Term
"009-0381",5U : Urban Major Collector,33.081675,-83.228993,2024,2360,Actual,,,,,0.1162,0.57,2970,Short Term
"009-0385",6U : Urban Minor Collector,33.082223,-83.234433,2024,4290,Actual,,,,,0.1019,0.55,5410,Short Term
"009-0387",4U : Urban Minor Arterial,33.093030,-83.234595,2024,10400,Actual,,,,,0.0941,0.54,13100,Short Term
"009-0391",4U : Urban Minor Arterial,33.090645,-83.248962,2024,3500,Actual,174,46,,,0.1054,0.55,4410,Short Term
"009-0401",4U : Urban Minor Arterial,33.055693,-83.238801,2024,5170,Estimated,124,21,2.61,0.201,0.0966,0.54,6510,Short Term
"009-0404",6U : Urban Minor Collector,33.039449,-83.232579,2024,930,Actual,,,,,0.1003,0.59,1170,Short Term
"009-0407",6U : Urban Minor Collector,33.076135,-83.238005,2024,2840,Estimated,46,3,0.76,0,0.0931,0.57,3580,Short Term
"009-0412",6U : Urban Minor Collector,33.098181,-83.240866,2024,4500,Estimated,90,7,0.765,0,0.1198,0.51,7580,Short Term
"009-0414",6U : Urban Minor Collector,33.101420,-83.235502,2024,2020,Estimated,28,1,0.505,0,0.0983,0.56,2550,Short Term
"009-0416",5U : Urban Major Collector,33.089303,-83.229384,2024,2010,Actual,,,,,0.1132,0.64,2530,Short Term
"009-0418",3U : Urban Principal Arterial - Other,33.032755,-83.249055,2024,9840,Actual,521,614,5.533,2.459,0.0992,0.57,12800,Short Term
"009-0420",3U : Urban Principal Arterial - Other,33.063004,-83.250532,2024,10700,Actual,576,803,5.253,4.776,0.0974,0.6,13500,Short Term
"009-0422",3U : Urban Principal Arterial - Other,33.084823,-83.260910,2024,17800,Actual,833,717,4.471,1.824,0.0955,0.55,22800,Short Term
"009-0424",4U : Urban Minor Arterial,33.071845,-83.254040,2024,8700,Actual,486,289,5.086,1.152,0.1198,0.55,11000,Short Term
"009-0426",5U : Urban Major Collector,33.087684,-83.268513,2024,3680,Actual,124,23,2.615,0.125,0.218,0.54,4640,Short Term
"009-0428",5U : Urban Major Collector,33.060860,-83.247562,2024,1380,Actual,,,,,0.1115,0.6,1980,Short Term
"009-0430",5U : Urban Major Collector,33.069650,-83.238144,2024,2510,Actual,,,,,0.1087,0.62,3200,Short Term
"009-0432",5U : Urban Major Collector,33.071919,-83.246390,2024,4150,Actual,,,,,0.0967,0.52,5230,Short Term
"009-0434",5U : Urban Major Collector,33.047788,-83.242318,2024,1080,Actual,,,,,0.1226,0.55,1360,Short Term
"009-0436",5R : Rural Major Collector,33.157417,-83.305006,2024,2670,Actual,,,,,0.1083,0.54,3360,Short Term
"009-0438",7R : Rural Local,33.095301,-83.326483,2024,590,Actual,26,7,1.695,0,0.0997,0.66,740,Short Term
"009-0440",6U : Urban Minor Collector,33.152103,-83.257273,2024,450,Actual,,,,,0.1098,0.59,570,Short Term
"009-7002",5U : Urban Major Collector,33.059879,-83.278462,2024,1220,Estimated,61,1,6.024,0,0.1369,0.57,1540,Short Term
"009-8003",7U : Urban Local,33.154286,-83.257318,2024,1820,Actual,233,4,,,0.1138,0.57,2660,Short Term
"009-8005",7U : Urban Local,33.180264,-83.268433,2024,1180,Estimated,,,,,0.0983,0.54,1940,Short Term
"009-8009",7U : Urban Local,33.060651,-83.237834,2024,60,Estimated,,,,,0.1254,0.63,90,Short Term
"009-8011",7R : Rural Local,33.002623,-83.323343,2024,270,Actual,,,,,0.1166,0.61,340,Short Term
"009-8015",7R : Rural Local,33.093168,-83.184664,2024,90,Actual,2,1,0,0,0.1758,0.63,150,Short Term
"009-8017",7U : Urban Local,33.052961,-83.233526,2024,190,Estimated,,,,,0.1339,0.8,240,Short Term
"009-8021",7U : Urban Local,33.051592,-83.210887,2024,100,Actual,,,,,0.1124,0.73,170,Short Term
"009-8023",7U : Urban Local,33.146762,-83.233583,2024,100,Estimated,,,,,0.1391,0.62,130,Short Term
